ID,Photo,Name,Reference,Category,Base Price,Final Price,Quantity,Status
1441,http://www.artesa-creations.com/img/p/3/6/6/2/3662.jpg,Collier Billes Dorées Sautoir,ART_SAUTboule,Colliers,20.4,20.4,5,1
1438,http://www.artesa-creations.com/img/p/3/6/5/6/3656.jpg,Collier Géométrique Tubes colorés,ART_cravate,Bijoux de créateurs,34,34,5,1
602,http://www.artesa-creations.com/img/p/1/9/2/9/1929.jpg,Collier Cercle d'Argent - Plaqué Argent,MAG_col,Bijoux de créateurs,26,26,5,1
173,http://www.artesa-creations.com/img/p/6/1/4/614.jpg,Sac carré Bouquet de Roses,TOUT_sac,Accessoires de mode,29,29,5,1
376,http://www.artesa-creations.com/img/p/1/3/0/6/1306.jpg,Chouchous Fleurs,CC_chouF,Accessoires de mode,6,6,5,1
174,http://www.artesa-creations.com/img/p/6/1/8/618.jpg,Pochette Bouquet de Roses,Tout_pochette,Accessoires de mode,16,15.2,4,1
639,http://www.artesa-creations.com/img/p/2/0/4/3/2043.jpg,Bague Mécanismes Résine,ELE_BAGmeca,Bijoux de créateurs,27,25,4,1
757,http://www.artesa-creations.com/img/p/2/3/1/5/2315.jpg,Jarretière Anis et Fleur Fushia,CB_JARaniFU,Jarretière de mariée,18.7,18.7,4,1
1076,http://www.artesa-creations.com/img/p/2/9/8/7/2987.jpg,Bracelet Fleur Rose et dentelle,CM_BRArose,Pour ELLE,5,5,4,1
1070,http://www.artesa-creations.com/img/p/2/9/7/6/2976.jpg,Barrette Papillons Rose Pastel,CM_PINpap,Accessoires de mode,4.25,4.25,4,1
952,http://www.artesa-creations.com/img/p/2/7/3/0/2730.jpg,Bracelet Chocolat Lilas Argent,CC-BRAchoc,Bijoux de créateurs,20,20,4,1
1485,http://www.artesa-creations.com/img/p/3/7/4/6/3746.jpg,Boucles d'oreilles Disque Blanc point argent,GRE_BOlentBL,Boucles d'oreilles,41.65,41.65,4,1
1482,http://www.artesa-creations.com/img/p/3/7/4/1/3741.jpg,Clous d'oreilles Papillon Lilas,GRE_BOpap,Bijoux de créateurs,13,13,4,1
1071,http://www.artesa-creations.com/img/p/2/9/7/8/2978.jpg,Barrettes Rose Rouge et dentelle,CM_PINbor,Roses,10,10,4,1
600,http://www.artesa-creations.com/img/p/1/9/2/8/1928.jpg,Boucles d'oreilles Cercle d'Argent - Plaqué Argent,MAG_bo,Mode Baroque,30,30,4,1
1447,http://www.artesa-creations.com/img/p/3/6/6/9/3669.jpg,Boucles d'oreilles Fleurs d'été,CA_BO3739,Champêtre - Nature,8.5,8.5,4,1
113,http://www.artesa-creations.com/img/p/3/9/9/399.jpg,Sac Elise,2025,Sacs - Pochettes,36,30,3,1
1240,http://www.artesa-creations.com/img/p/3/2/7/5/3275.jpg,Jarretière Coquillage thème mer,CB_JARmer,Jarretière de mariée,20.4,20.4,3,1
21,http://www.artesa-creations.com/img/p/2/0/3/203.jpg,Sac Faustine,SC002,Sarah,25,23,3,1
492,http://www.artesa-creations.com/img/p/1/6/6/6/1666.jpg,Boucles d'oreilles Cristal Topaze,WAM_BOambre,Bijoux de mariée,15,15,3,1
1469,http://www.artesa-creations.com/img/p/3/7/1/5/3715.jpg,Boucles d'oreilles Feuilles Mordorées,CA_BO3305,Bijoux de créateurs,8.5,8.5,3,1
1463,http://www.artesa-creations.com/img/p/3/7/0/4/3704.jpg,Bracelet Chaine dorée & charms,CA_BRA9963,Bijoux de créateurs,22.5,22.5,3,1
1457,http://www.artesa-creations.com/img/p/3/6/9/5/3695.jpg,Pochette Cuir Bleu Nuit,UN_pochmarine,Accessoires de mode,39.8,39.8,3,1
1525,http://www.artesa-creations.com/img/p/3/8/0/4/3804.jpg,Boucles d'oreilles Baroques Cristal et petit noeud,AC_BObaroque,Catégories,20,20,3,1
1513,http://www.artesa-creations.com/img/p/3/7/9/1/3791.jpg,Bracelet Zip Or,AC_BRAzip,Bijoux de créateurs,22,22,3,1
1284,http://www.artesa-creations.com/img/p/3/6/6/7/3667.jpg,Boutonnière Rose rose broche,HD_BOUTroseR,Boutonnière - broche,16,16,3,1
13,http://www.artesa-creations.com/img/p/1/9/2/192.jpg,Sautoir Printemps ,BE010,Be! Créations,69,69,3,1
1470,http://www.artesa-creations.com/img/p/3/7/1/6/3716.jpg,Boucles D'oreilles Chaines Bleues,CA_BO3531,Bijoux de créateurs,8,8,3,1
1461,http://www.artesa-creations.com/img/p/3/7/0/0/3700.jpg,Sautoir Chocolat Perles Bleutées,CA_SAUT2093,Bijoux de créateurs,10.5,10.5,3,1
1455,http://www.artesa-creations.com/img/p/3/6/9/3/3693.jpg,Pochette Cuir Noir couture blanche,UN_pochNoir,Accessoires de mode,39.8,39.8,3,1
238,http://www.artesa-creations.com/img/p/8/8/7/887.jpg,Bracelets - Mitaines Rose Poudré,IN&V_mitainesROSES,Accessoires de mode,20,16,3,1
406,http://www.artesa-creations.com/img/p/2/3/6/6/2366.jpg,"Epingle 'Oui, je le Veux !'",CC_pincOUI,Mariage,9.5,9.5,3,1
810,http://www.artesa-creations.com/img/p/2/4/3/0/2430.jpg,Headband Fleurs Noir bandeau perlé,CB_BANnoir,Accessoires de mode,13,13,3,1
1050,http://www.artesa-creations.com/img/p/2/9/3/1/2931.jpg,Toque Noire Fleur Blanche - chapeau a plume,CA_Toque,Accessoires de mode,18,18,3,1
1045,http://www.artesa-creations.com/img/p/3/1/0/2/3102.jpg,Bracelet chaines argentées multirang,AC_BRAchaines,Bijoux de créateurs,22,22,3,1
1412,http://www.artesa-creations.com/img/p/3/5/9/2/3592.jpg,Bracelet Neon Skull,AC_BRAskull,Bijoux de créateurs,12,12,3,1
1468,http://www.artesa-creations.com/img/p/3/7/1/2/3712.jpg,Collier Tour Eiffel d'Argent & Cristal,CA_COL2130,Sautoirs,10.5,10.5,3,1
1462,http://www.artesa-creations.com/img/p/3/7/0/3/3703.jpg,Boucles d'oreilles Perles Bleutées,CA_BO3701,Boucles d'oreilles,6,6,3,1
1459,http://www.artesa-creations.com/img/p/3/6/9/8/3698.jpg,Boucles d'oreilles Coquillage et chaines dorées,CA_BO3870,Boucles d'oreilles,12,12,3,1
774,http://www.artesa-creations.com/img/p/3/0/6/5/3065.jpg,Jarretière Dentelle Blanche Fleurs Turquoise,CB_JARfTur,Jarretière de mariée,17.85,17.85,3,1
989,http://www.artesa-creations.com/img/p/2/8/0/9/2809.jpg,Jarretière Fleurs Bordeaux,CB_JARfBor,Jarretière de mariée,20.4,20.4,3,1
1456,http://www.artesa-creations.com/img/p/3/6/9/0/3690.jpg,Pochette Cuir Beige et bleu pétrole,UN_pochbeige,Accessoires de mode,39.8,39.8,3,1
1453,http://www.artesa-creations.com/img/p/3/6/8/4/3684.jpg,Pochette Cuir Orange pompon Rose,UN_pochOran,Accessoires de mode,39.8,39.8,3,1
221,http://www.artesa-creations.com/img/p/8/2/6/826.jpg,Sautoir Quartz Rose,BE_sautoirquartzrose,Bijoux de créateurs,35,35,3,1
202,http://www.artesa-creations.com/img/p/7/3/5/735.jpg,Bracelet Eclats de Lune,BE_bralune,Bijoux de créateurs,16,16,3,1
656,http://www.artesa-creations.com/img/p/2/0/8/7/2087.jpg,Collier Turquoise médaillon résine,ELE_sautTUR,Bijoux de créateurs,30,30,3,1
1154,http://www.artesa-creations.com/img/p/3/1/2/1/3121.jpg,Jarretière Dentelle Blanche et Perles Nacrées,CB_JARperleBL,Jarretière de mariée,15.3,15.3,2,1
1348,http://www.artesa-creations.com/img/p/3/4/6/1/3461.jpg,Boucles d'oreilles Cristal Doré,AC_BOcrisOR,Bijoux de mariée,15,15,2,1
1150,http://www.artesa-creations.com/img/p/3/1/2/0/3120.jpg,Boucles d'oreilles Perle et Estampe dorée,AC_BOfiliORblanc,Bijoux de créateurs,18,18,2,1
794,http://www.artesa-creations.com/img/p/2/3/9/1/2391.jpg,Coussin d'alliances Papillon d'Argent,CB_COUpapARG,Mariage,42.5,42.5,2,1
728,http://www.artesa-creations.com/img/p/3/4/4/0/3440.jpg,Coussin d'alliances Ivoire et Fleurs Bordeaux,CB_COUivFlBor,Mariage,42.5,42.5,2,1
1147,http://www.artesa-creations.com/img/p/3/1/4/7/3147.jpg,Jarretière Clé de Sol dentelle Blanche,CB_JARcle,Jarretière de mariée,20.4,20.4,2,1
1144,http://www.artesa-creations.com/img/p/3/1/1/5/3115.jpg,Collier Plume de Paon Sautoir chaine dorée,AC_COLpaon,Bijoux de créateurs,15,15,2,1
1267,http://www.artesa-creations.com/img/p/3/3/0/8/3308.jpg,Ras de Cou Chocolat Turquoise Fleurs et Plumes ,CB_RASchocTur,Bijoux de créateurs,25,25,2,1
855,http://www.artesa-creations.com/img/p/2/5/1/7/2517.jpg,Headband bandeau Tresse Noir et Or,AC_BANnOR,Accessoires de mode,12,12,2,1
1336,http://www.artesa-creations.com/img/p/3/4/3/4/3434.jpg,Fibule Lotus Rose - Epingle à cravate,TP_FibRose,Bijoux de créateurs,14,14,2,1
948,http://www.artesa-creations.com/img/p/2/7/4/2/2742.jpg,Boutonnière Fleur Chocolat Fushia - plume et soie,CB_BOUTfuchoc,Mariage,9,9,2,1
1416,http://www.artesa-creations.com/img/p/3/6/0/5/3605.jpg,Bracelet multirang noir et laiton,AC_BRAmanchette,Bijoux de créateurs,20,20,2,1
1484,http://www.artesa-creations.com/img/p/3/7/4/4/3744.jpg,Boucles d'oreilles Disque Rouge point argent,GRE_BOlentROU,Boucles d'oreilles,41.65,41.65,2,1
1264,http://www.artesa-creations.com/img/p/3/3/0/4/3304.jpg,Tiare Papillon et Cristal Prune,WAM_TIAREpapPrune,Papillon,60,60,2,1
9,http://www.artesa-creations.com/img/p/1/6/9/169.jpg,Sautoir Pacifique,BE009,Sautoirs,69,69,2,1
715,http://www.artesa-creations.com/img/p/2/2/2/1/2221.jpg,Boucles d'oreilles Perles d'eau douce,SB_BOorchi,Bijoux de créateurs,15,15,2,1
939,http://www.artesa-creations.com/img/p/2/7/1/1/2711.jpg,Bracelet Perle et OR,LO_BRAsq,Bijoux de créateurs,32,32,2,1
1008,http://www.artesa-creations.com/img/p/2/8/4/9/2849.jpg,Coussin d'alliances Chocolat Arabesques Or,CB_COUchocoOR,Mariage,28.9,28.9,2,1
1472,http://www.artesa-creations.com/img/p/3/7/1/8/3718.jpg,Bracelet Fleurs Bleues et Lilas,CA_BRA9994,Bijoux de créateurs,16,16,2,1
1327,http://www.artesa-creations.com/img/p/3/4/1/5/3415.jpg,Bandeau Chocolat Fleur Cuivrée,AC_BANchocOran,Mariage,30,30,2,1
999,http://www.artesa-creations.com/img/p/2/8/3/3/2833.jpg,Collier théière Sautoir Tea Time,WAM_COLthe,Bijoux de créateurs,32,32,2,1
838,http://www.artesa-creations.com/img/p/2/4/7/9/2479.jpg,Fibule Fleur de Lotus - Noir et Or,TP_BOboheOR,Bijoux de créateurs,14,14,2,1
996,http://www.artesa-creations.com/img/p/2/8/2/8/2828.jpg,Bracelet Bague Quartz Rose Cabochon,WAM_BRAbagcam,Bijoux de créateurs,35,35,2,1
921,http://www.artesa-creations.com/img/p/2/6/8/1/2681.jpg,Collier Perle d'eau douce et Or,LO_COLp,Loshy,32,32,2,1
781,http://www.artesa-creations.com/img/p/2/3/6/7/2367.jpg,Boucles d'oreilles Fleurs roses et perles,SB_BOflrose,Bijoux de créateurs,20,20,2,1
1460,http://www.artesa-creations.com/img/p/3/6/9/9/3699.jpg,Boucles d'oreilles Fleurs Roses,CA_BO3266,Boucles d'oreilles,14,14,2,1
1103,http://www.artesa-creations.com/img/p/3/0/4/0/3040.jpg,Bibi Dentelle Rose coiffure,CM_bibiRose,Coiffure Mariage,17,17,2,1
687,http://www.artesa-creations.com/img/p/2/6/5/2/2652.jpg,Pic à Chignon Perle Blanche,CC_PICblanc,Mariage,7.5,7.5,2,1
1312,http://www.artesa-creations.com/img/p/3/3/8/6/3386.jpg,Bandeaux Orchidées Fushia et cristaux,CB_BANorchi,Coiffure - Tête,22,22,2,1
778,http://www.artesa-creations.com/img/p/2/4/8/3/2483.jpg,Collier Fleur Blanche et perles - ras de cou,Sabe_RASporcel,Bijoux de créateurs,25,25,2,1
990,http://www.artesa-creations.com/img/p/2/8/1/4/2814.jpg,Collier Perles d'Argent Multirangs mariage,AC_COLmulitArg,Bijoux de mariée,22,22,2,1
1094,http://www.artesa-creations.com/img/p/3/0/2/0/3020.jpg,Boucles d'oreilles Etoile et Perle Noire,TP_BOetoilePerl,Bijoux de créateurs,15,15,2,1
1180,http://www.artesa-creations.com/img/p/3/5/4/1/3541.jpg,Bracelets Mitaines Dentelle noire,CB_MITnoir,Accessoires de mode,13,13,2,1
908,http://www.artesa-creations.com/img/p/2/6/5/0/2650.jpg,Headband Fleurs Chocolat et perles Bronze,CB_BANchoc,Accessoires de mode,20,20,2,1
769,http://www.artesa-creations.com/img/p/2/7/3/6/2736.jpg,Pic à Chignon Perle Chocolat,CC_PICchoc,Mariage,7.5,7.5,2,1
1091,http://www.artesa-creations.com/img/p/3/0/1/3/3013.jpg,Collier lacet Fleur de Corail Rouge - laiton,AC_COLcorail,Tenue de Soirée,25,25,2,1
1300,http://www.artesa-creations.com/img/p/3/3/6/4/3364.jpg,Tour de cou Volute Bleue,AI_COLbleu,Bijoux de créateurs,25.5,25.5,2,1
218,http://www.artesa-creations.com/img/p/8/1/7/817.jpg,Sautoir Caramel,BE_sautoircaramel,Bijoux de créateurs,35,35,2,1
1371,http://www.artesa-creations.com/img/p/3/5/2/0/3520.jpg,Boucles d'oreilles Cristal & Perle laiton,AC_BOcristal,Bijoux de mariée,15,15,2,1
1516,http://www.artesa-creations.com/img/p/3/7/9/6/3796.jpg,Boucles d'oreilles Rouge Points d'Argent,GRE_BOrondR,Boucles d'oreilles,29.75,29.75,2,1
661,http://www.artesa-creations.com/img/p/2/1/0/5/2105.jpg,Collier trio de perles dorées,LO_trio,Bijoux de créateurs,38,38,2,1
203,http://www.artesa-creations.com/img/p/7/3/7/737.jpg,Bague Améthyste,BE_bagamethyste,Bijoux de créateurs,15,15,2,1
900,http://www.artesa-creations.com/img/p/2/6/2/3/2623.jpg,Bague Romance - dentelle taupe et perles chocolat,AC_BAGrom,Bijoux de créateurs,11,11,2,1
1364,http://www.artesa-creations.com/img/p/3/5/0/5/3505.jpg,Ras de cou dentelle Noire et perles,AC_COLnoir,Colliers,22,22,2,1
978,http://www.artesa-creations.com/img/p/2/7/8/6/2786.jpg,Boutonnière Fleur Rouge Plume Noire,HD_BOUTrougePnoir,Mariage,14.5,14.5,2,1
1084,http://www.artesa-creations.com/img/p/3/0/0/4/3004.jpg,Jarretière Ruban et velours Bleu Turquoise,CB_JARveloursTUR,Jarretière de mariée,18.7,18.7,2,1
441,http://www.artesa-creations.com/img/p/1/5/2/3/1523.jpg,Epingle à chignon Coeur Léger,CC_pinCoeur,Mariage,9,9,2,1
1159,http://www.artesa-creations.com/img/p/3/1/3/5/3135.jpg,Bracelet Rococo Strass blanc argent,AC_BRAstrass,Bijoux de créateurs,15,15,2,1
737,http://www.artesa-creations.com/img/p/2/2/8/1/2281.jpg,Bracelet Bague Camée Améthyste,WAM_BRAbagcam,Bijoux de créateurs,30,30,2,1
1432,http://www.artesa-creations.com/img/p/3/6/3/1/3631.jpg,Bracelet Cordon & Perles Turquoise elastique noir,MAN_BRAnoirTUR,Bijoux de créateurs,11.05,11.05,2,1
1064,http://www.artesa-creations.com/img/p/2/9/6/5/2965.jpg,Collier Noeud Cuir Argent,AC_COLnoeudArg,Bijoux de créateurs,16,16,2,1
1156,http://www.artesa-creations.com/img/p/3/1/3/1/3131.jpg,Collier Fleur et Perles - Estampe dorée,AC_COLestampe,Bijoux de créateurs,25,25,2,1
871,http://www.artesa-creations.com/img/p/2/5/5/9/2559.jpg,Bandeau élastique Rose Blanc plume noire - Headband fleur,HC_BANrose,Accessoires de mode,16.5,16.5,2,1
961,http://www.artesa-creations.com/img/p/2/7/6/4/2764.jpg,Collier Papillon Orange et Chocolat - perles bronze,CB_COLpapOran,Mariage,29,29,2,1
1429,http://www.artesa-creations.com/img/p/3/6/4/2/3642.jpg,Bracelet Perle et Cristal de Roche plaqué Or,MAN_BRAperleEAU,Mariage,29.75,29.75,2,1
1056,http://www.artesa-creations.com/img/p/2/9/4/8/2948.jpg,Coussin d'alliances Baroque Noir et Blanc Dentelle,CB_COUbaroque,Mariage,33.5,33.5,2,1
640,http://www.artesa-creations.com/img/p/2/0/4/7/2047.jpg,Bague Rétro Portrait Bleu,ELE_BAGbleu,Bijoux de créateurs,19,19,2,1
1278,http://www.artesa-creations.com/img/p/3/3/3/8/3338.jpg,Boîte à dons Cinema Camera Noire Pailletée,CB_BTcamNOIRPAIL,Urne - boîte à dons,64,64,2,1
1049,http://www.artesa-creations.com/img/p/2/9/2/9/2929.jpg,Bibi Dentelle Chocolat Fleur Bleue,CM_bibichocTur,Accessoires de mode,25,25,2,1
792,http://www.artesa-creations.com/img/p/2/3/8/7/2387.jpg,Livre d'Or Versailles - Prune et Argent,CC_LOversPrune,Mariage,40.5,40.5,2,1
1423,http://www.artesa-creations.com/img/p/3/6/2/3/3623.jpg,Jarretière Cinema Pellicule & Clap,CB_JARpelliculeCLAP,Jarretière de mariée,22.95,22.95,2,1
1491,http://www.artesa-creations.com/img/p/3/7/5/6/3756.jpg,Boucles d'oreilles Cage Rouge,GRE_BOcagerouge,Boucles d'oreilles,53.55,53.55,2,1
859,http://www.artesa-creations.com/img/p/2/5/3/5/2535.jpg,Collier ras de cou Cerles d'Argent,AC_COLarg,Catégories,22,22,2,1
1340,http://www.artesa-creations.com/img/p/3/4/4/9/3449.jpg,Bracelet Libellule Noire,HD_BRAlib,Bijoux de créateurs,25,23,2,1
856,http://www.artesa-creations.com/img/p/2/5/2/1/2521.jpg,Peigne doré Fleur Blanche,CB_PEIor,Coiffure - Tête,9,9,2,1
1139,http://www.artesa-creations.com/img/p/3/1/0/3/3103.jpg,Bracelet multirang Chaine et Perles nacrées,AC_BRAmultiperle,Bijoux de créateurs,18,18,2,1
1012,http://www.artesa-creations.com/img/p/2/8/7/1/2871.jpg,Boucles d'oreilles Petite Fleur,,Bijoux de créateurs,15,15,2,1
509,http://www.artesa-creations.com/img/p/1/7/1/5/1715.jpg,Jarretière Fleurs d'Argent,CB_JARgris,Jarretière de mariée,20.4,20.4,2,1
713,http://www.artesa-creations.com/img/p/2/2/1/6/2216.jpg,Bracelet Orchidée Orange,SB_BRAorchi,Bijoux de créateurs,23,23,2,1
1406,http://www.artesa-creations.com/img/p/3/5/8/2/3582.jpg,Boutons de Manchette Carrés ,AC_BOUTONScarre,Accessoires de mode,14,14,2,1
1538,http://www.artesa-creations.com/img/p/3/8/3/6/3836.jpg,Collier Goutte de Cristal plaqué or,MAN_COLcristal,Mariage,32.3,32.3,2,1
609,http://www.artesa-creations.com/img/p/1/9/5/9/1959.jpg,Ras de cou trois rangs,HD_COLtrio,Bijoux de créateurs,39,39,2,1
694,http://www.artesa-creations.com/img/p/2/1/8/5/2185.jpg,Jarretière Dentelle Bleue Pétrole et Velours Chocolat,CB_JARchocPetrol,Jarretière de mariée,20.4,20.4,2,1
1535,http://www.artesa-creations.com/img/p/3/8/3/1/3831.jpg,Bracelet Cordon Perle Noire reflets Bleutés,MAN_BRAperleNoire,Catégories,11.05,11.05,2,1
691,http://www.artesa-creations.com/img/p/2/1/7/6/2176.jpg,Coussin d'alliances Dentelle noire et Fleurs dorées,CB_COUdentN,Mariage,37.4,37.4,2,1
1316,http://www.artesa-creations.com/img/p/3/4/0/3/3403.jpg,Tour de cou Fleur Blanche & Turquoise,AI_COLfleurBLC,Bijoux de créateurs,25.5,25.5,2,1
1104,http://www.artesa-creations.com/img/p/3/0/4/1/3041.jpg,Barrettes Rose et dentelle,CM_PINrose,Roses,4.25,4.25,2,1
424,http://www.artesa-creations.com/img/p/1/4/7/5/1475.jpg,Livre d'Or Orchidée lin,CC_LOorchi,Mariage,39,39,2,1
994,http://www.artesa-creations.com/img/p/2/8/2/5/2825.jpg,Collier Cristal multirang argenté,AC_COLcristal,Bijoux de mariée,19,19,2,1
915,http://www.artesa-creations.com/img/p/2/6/6/2/2662.jpg,Boucles d'Oreilles Fleur Turquoise en soie,CB_BOtur,Catégories,18,18,2,1
991,http://www.artesa-creations.com/img/p/2/9/5/9/2959.jpg,Tiare Hirondelle Plaqué Argent,WAM_TiarHiron,Bijoux de créateurs,65,65,2,1
257,http://www.artesa-creations.com/img/p/9/3/3/933.jpg,Boîte à Thé & Tisanes,CC_boitecTHE,Catégories,38,38,2,1
1452,http://www.artesa-creations.com/img/p/3/6/8/0/3680.jpg,Collier Fleurs d'été strass,CA_COL2164,Bijoux de créateurs,10.5,10.5,2,1
1092,http://www.artesa-creations.com/img/p/3/0/1/6/3016.jpg,Boucles d'oreilles Fleur de Corail Rouge - laiton,AC_BOcorail,Tenue de Soirée,10,10,2,1
1520,http://www.artesa-creations.com/img/p/3/7/9/8/3798.jpg,Sautoir Noir et Or multirang,AC_SAUTornoir,Bijoux de créateurs,35,35,2,1
1301,http://www.artesa-creations.com/img/p/3/3/6/6/3366.jpg,Tour de cou Volute Anis,AI_COLanis,Colliers,25.5,25.5,2,1
219,http://www.artesa-creations.com/img/p/8/1/9/819.jpg,Collier laine & pompons,IN&V_collier,Bijoux de créateurs,33,33,2,1
906,http://www.artesa-creations.com/img/p/2/6/4/0/2640.jpg,Collier Fleurs et Plumes Bordeaux,CB_COLborpl,Bijoux de créateurs,25,25,2,1
1517,http://www.artesa-creations.com/img/p/3/7/9/7/3797.jpg,Bracelet Multirang bleu et Or,AC_BRAtuOR,Bijoux de créateurs,18,18,2,1
1446,http://www.artesa-creations.com/img/p/3/6/6/8/3668.jpg,Boucles d'oreilles Noeud Marin,BO_CA3950,Bijoux de créateurs,8,8,2,1
1514,http://www.artesa-creations.com/img/p/3/7/9/4/3794.jpg,Bracelet Orange et Fushia,AC_BRAorange,Bijoux de créateurs,16,16,2,1
658,http://www.artesa-creations.com/img/p/2/0/9/1/2091.jpg,Bague Sortilège Bordeaux,ELE_BAGsorti,Bijoux de créateurs,23,23,2,1
201,http://www.artesa-creations.com/img/p/7/3/2/732.jpg,Bague Eclats de Lune,BE_baglune,Bijoux de créateurs,15,15,2,1
895,http://www.artesa-creations.com/img/p/2/6/1/3/2613.jpg,Pochette Ivoire arabesques Chocolat - sac baguette soie,CB_POCHivoire,Accessoires de mode,39,39,2,1
755,http://www.artesa-creations.com/img/p/2/3/1/3/2313.jpg,Boucles d'oreilles Fleur d'Argent,AC_BOflARG,Bijoux de créateurs,17,17,2,1
1168,http://www.artesa-creations.com/img/p/3/1/5/0/3150.jpg,Collier Fleurs Dorées - ras de cou strass,AC_COLflOR,Colliers,29,29,2,1
655,http://www.artesa-creations.com/img/p/2/0/8/3/2083.jpg,Collier long Volutes bronze - sautoir,ELE_sautVOL,Bijoux de créateurs,30,30,2,1
397,http://www.artesa-creations.com/img/p/1/3/7/2/1372.jpg,Coussin mariage Fleurs d'été,CB_couscotonanis,Mariage,40.8,40.8,2,1
442,http://www.artesa-creations.com/img/p/1/5/2/5/1525.jpg,Boutonnière Coeur Précieux,CC_boutCP,Mariage,15,15,2,1
1433,http://www.artesa-creations.com/img/p/3/6/3/3/3633.jpg,Bracelet Aventurine cordon Moutarde,MAN_BRAjauneAV,Catégories,11.05,11.05,2,1
439,http://www.artesa-creations.com/img/p/1/9/7/7/1977.jpg,Boutonnière Perles & Passion,CC_boutpp,Mariage,12,12,2,1
962,http://www.artesa-creations.com/img/p/2/7/5/6/2756.jpg,Epingle Fleur Fushia Violine,CB_PINfu,Coiffure - Tête,4.5,4.5,2,1
1152,http://www.artesa-creations.com/img/p/3/4/7/3/3473.jpg,Livre d'or Baroque Rouge et Noir,CC_LObaroque,Mariage,38.5,38.5,2,1
641,http://www.artesa-creations.com/img/p/2/0/5/0/2050.jpg,Bague Rétro Carrée Vintage,ELE_BAGrose,Bijoux de créateurs,19,19,2,1
866,http://www.artesa-creations.com/img/p/2/5/6/1/2561.jpg,Boucles d'Oreilles Plume verte et perles,AC_BOplume,Catégories,16,16,2,1
959,http://www.artesa-creations.com/img/p/2/7/5/5/2755.jpg,Jarretière dentelle ivoire Papillon Turquoise noeud chocolat,CB_JARpapTUR,Jarretière de mariée,18.7,18.7,2,1
1492,http://www.artesa-creations.com/img/p/3/7/5/7/3757.jpg,Boucles d'oreilles Cage Blanche,GRE_BOcageBL,Boucles d'oreilles,53.55,53.55,2,1
860,http://www.artesa-creations.com/img/p/2/9/6/0/2960.jpg,Collier pendentif Baroque et perles noires,HD_COLbaroque,Bijoux de créateurs,37,37,2,1
1020,http://www.artesa-creations.com/img/p/2/9/0/3/2903.jpg,Boucles d'oreilles Turquoise nacre et perle,HD_BOturGD,Bijoux de créateurs,21,21,2,1
1489,http://www.artesa-creations.com/img/p/3/7/4/8/3748.jpg,Boucles d'oreilles Perle Turquoise point argent,GRE_BOrond,Boucles d'oreilles,29.75,29.75,2,1
1143,http://www.artesa-creations.com/img/p/3/1/1/3/3113.jpg,Bracelet multirang Chaîne Argent Cordon noir,AC_BRAchaineDaim,Bijoux de créateurs,18,18,2,1
1243,http://www.artesa-creations.com/img/p/3/2/7/8/3278.jpg,Urne Baroque Dentelle Noire,CB_BTbaroque,Urne - boîte à dons,45,45,2,1
